replicate,uav_estimate_x_m,uav_estimate_y_m,uav_error_xy_m,target_raw_x_m,target_raw_y_m,target_raw_error_xy_m,target_bias_corrected_x_m,target_bias_corrected_y_m,target_bias_corrected_error_xy_m
119,0.9733455214649587,3.773705202699404,0.01910936463090047,0.778064377711476,4.772262088789697,0.1530246040829566,0.8937061742280863,4.9065481399026725,0.052151906118975244
120,1.0095096532799281,3.7762036128641094,0.02774360625485782,0.7551157242655806,4.693619185339969,0.22173487614568865,0.8707575207821909,4.827905236452945,0.04517422082951627
121,0.9986151991153853,3.774333169952052,0.020066263317625174,0.7770427055991255,4.6768535476464415,0.2207817300361369,0.8926845021157358,4.811139598759417,0.04677067150089787
122,0.9696393258096893,3.7757483387470088,0.020154127153143832,0.7595143878516997,4.751902319941039,0.1798201442943005,0.87515618436831,4.886188371054015,0.04336129524244583
123,0.9840651374289424,3.792861730628856,0.003992985367580619,0.7640906940630049,4.76858874792293,0.16679601480754871,0.8797324905796152,4.902874799035906,0.053905118234438346
124,0.9967205168266854,3.7886036593727352,0.01185800751485528,0.9399083469998893,4.701506699269762,0.15804475043178645,1.0555501435164996,4.835792750382738,0.1506995886415753
125,0.9740092649270718,3.7827540331851015,0.01250181726797308,0.8317411588281932,4.740198862137804,0.13760203112580632,0.9473829553448035,4.87448491325078,0.04517611581499984
126,0.9828216589595085,3.8203170262788495,0.031433472650244404,0.7767892685697902,4.740537732987908,0.17337539215280195,0.8924310650864006,4.874823784100884,0.02339080391918309
127,0.9577917344499649,3.820693105592204,0.0417218503232849,0.7655812562340036,4.787273047730361,0.15647790292899152,0.881223052750614,4.921559098843336,0.07023538690498739
128,0.9627328046423218,3.7928132696973145,0.02246934108514781,0.7768169553100763,4.76535549720313,0.15792712411768606,0.8924587518266867,4.899641548316105,0.0458349455386779
129,1.013540293507312,3.7955861014165757,0.02943059533839895,0.8852493172425838,4.749212684919714,0.10873956248249998,1.000891113759194,4.883498736032689,0.09862695061376008
130,0.9856566527458274,3.7977583395409966,0.008843408094204181,0.8094547557959061,4.759529087864545,0.1365645115931068,0.9250965523125164,4.89381513897752,0.04234983220374946
131,0.970449764278262,3.776269526341817,0.019200856050741687,0.795236011471087,4.71160580773774,0.18203878437728113,0.9108778079876974,4.845891858850716,0.011060882130116051
132,0.9992980354015942,3.7934978190367756,0.01513006927683454,0.7991967880587023,4.6991925396716745,0.18976718259995493,0.9148385845753126,4.83347859078465,0.0240418973513047
133,0.9833126541003567,3.800853038803429,0.012003966538030448,0.7369288130273959,4.729996740981633,0.21096946675342151,0.8525706095440062,4.864282792094609,0.05427829442431533
134,0.9980424008530199,3.795225200395524,0.014592861770810364,0.8298871242713545,4.680871299428492,0.190955269286852,0.9455289207879648,4.815157350541467,0.05663869108570231
135,0.9878060034125703,3.79391751898646,0.005771357492684314,0.8083668074993865,4.742248610243878,0.14997118900217382,0.9240086040159968,4.876534661356853,0.02724557209241929
136,0.9555017894289359,3.779691032987238,0.03079093368262227,0.7607517187082299,4.665868453987247,0.23931747062570097,0.8763935152248402,4.800154505100222,0.06322695202361214
